getting,brown,kitty,can,you,1
and,now,and,then,putting,1
its,ear,with,one,paw,1
the,kitten,was,speaking,her,1
ought,she,added,looking,reproachfully,1
theyve,a,fire,in,the,1
finished,with,earlier,in,the,1
the,room,you,can,see,1
seriously,because,when,we,were,1
with,a,white,quilt,and,1
middle,oh,you,wicked,little,1
day,before,all,because,alice,1
till,it,had,all,come,1
of,romps,with,the,ball,1
can,be,one,of,them,1
to,the,looking,glass,that,1
wicked,little,thing,cried,alice,1
last,quarter,of,an,hour,1
up,before,the,kitten,as,1
see,all,of,it,when,1
should,be,sent,to,prison,1
she,didnt,get,on,very,1
talking,to,herself,and,half,1
see,how,it,would,look,1
you,half,the,things,alice,1
let,me,see,suppose,each,1
and,just,now,as,i,1
it,had,all,come,undone,1
feeling,that,it,was,all,1
herself,and,half,asleep,the,1
kitty,i,heard,you,whats,1
punishments,for,wednesday,week,suppose,1
were,thirsty,were,you,how,1
now,do,try,theres,a,1
see,that,it,couldnt,have,1
was,a,nice,check,kitty,1
she,held,the,poor,thing,1
and,folded,your,arms,youd,1
tail,just,as,i,had,1
sometimes,to,the,kitten,and,1
sitting,curled,up,in,a,1
put,you,through,into,looking,1
very,nearly,opening,the,window,1
who,liked,being,very,exact,1
with,the,kitten,running,after,1
great,arm,chair,half,talking,1
to,leave,off,never,mind,1
you,tidy,so,you,couldnt,1
get,upon,a,chair,all,1
for,the,last,quarter,of,1
up,in,a,corner,of,1
undone,again,and,there,it,1
only,dinah,was,making,you,1
i,was,very,nearly,opening,1
never,can,tell,you,know,1
squeaked,twice,while,dinah,was,1
how,it,would,look,this,1
added,looking,reproachfully,at,the,1
the,other,paw,she,rubbed,1
tell,you,half,the,things,1
you,know,im,saving,up,1
game,of,romps,with,the,1
while,alice,was,sitting,curled,1
all,my,punishments,she,went,1
quite,still,and,trying,to,1
clap,her,hands,and,i,1
making,you,tidy,so,you,1
purred,well,it,was,a,1
at,work,on,the,white,1
wrong,way,beginning,at,the,1
only,the,day,before,all,1
for,number,three,you,unwound,1
the,old,cat,and,speaking,1
was,lying,quite,still,and,1
rest,and,once,she,had,1
any,more,excuses,but,listen,1
than,eat,them,do,you,1
see,how,sulky,it,was,1
had,been,having,its,face,1
,,,looking,glass,1
the,day,before,all,because,1
im,sure,the,woods,look,1
with,her,favourite,phrase,lets,1
and,see,the,bonfire,to,1
week,suppose,they,had,saved,1
childrens,faces,was,this,first,1
this,first,she,held,the,1
she,could,manage,and,then,1
were,comfortably,settled,again,when,1
she,went,on,talking,more,1
they,do,at,the,end,1
and,speaking,in,as,cross,1
held,the,poor,thing,down,1
this,led,to,a,scramble,1
very,demurely,on,her,knee,1
had,any,hand,in,the,1
and,then,she,scrambled,back,1
have,happened,now,dont,make,1
snowdrop,away,by,the,tail,1
here,alice,wound,two,or,1
them,up,snug,you,know,1
go,without,fifty,dinners,at,1
the,floor,and,yards,and,1
there,were,only,two,of,1
happened,now,dont,make,any,1
panes,kitty,how,nice,and,1
do,lets,pretend,that,im,1
she,rubbed,its,face,all,1
your,punishments,for,wednesday,week,1
mischief,the,way,dinah,washed,1
and,it,snowed,so,they,1
now,you,cant,deny,it,1
it,up,and,down,till,1
two,of,them,and,alice,1
pulled,snowdrop,away,by,the,1
over,outside,i,wonder,if,1
was,washing,your,face,this,1
with,her,sister,only,the,1
and,sometimes,to,herself,kitty,1
quite,a,long,argument,with,1
very,pretty,cried,alice,dropping,1
the,black,kitten,had,been,1
on,holding,up,one,finger,1
the,red,queen,kitty,do,1
while,dinah,was,washing,your,1
because,alice,had,begun,with,1
its,good,but,the,black,1
open,if,youd,shut,them,1
looking,glass,that,it,might,1
the,black,kittens,fault,entirely,1
the,window,and,putting,you,1
began,youd,have,guessed,if,1
hard,at,work,on,the,1
wasnt,thirsty,too,now,for,1
scrambled,back,into,the,arm,1
being,very,exact,had,argued,1
so,to,punish,it,she,1
so,they,had,to,leave,1
you,all,my,ideas,about,1
all,in,green,and,dance,1
they,dress,themselves,all,in,1
held,it,up,to,the,1
wiggling,down,among,my,pieces,1
youd,have,guessed,if,youd,1
just,the,same,as,our,1
was,true,im,sure,the,1
she,had,had,quite,a,1
the,bonfire,to,morrow,here,1
can,you,play,chess,now,1
kitty,how,nice,and,soft,1
bone,but,this,is,taking,1
tight,up,it,wouldnt,have,1
are,getting,brown,kitty,can,1
the,leaves,are,getting,brown,1
trees,and,fields,that,it,1
kitten,what,would,they,do,1
wish,it,was,true,im,1
yards,of,it,got,unwound,1
punishments,she,went,on,talking,1
at,last,to,say,well,1
the,window,with,me,only,1
well,go,and,see,the,1
which,was,lying,quite,still,1
was,spread,over,the,hearth,1
the,fireplace,oh,i,do,1
to,tell,you,all,your,1
fire,smokes,and,then,smoke,1
all,your,punishments,for,wednesday,1
thats,three,faults,kitty,and,1
that,now,if,youll,only,1
i,wish,i,could,tell,1
im,asking,it,seriously,because,1
i,think,if,you,sat,1
the,white,kitten,which,was,1
glass,that,it,might,see,1
of,the,great,arm,chair,1
not,good,directly,she,added,1
i,do,so,wish,i,1
would,you,like,that,now,1
make,any,more,excuses,but,1
by,the,tail,just,as,1
into,your,eye,well,thats,1
now,dont,make,any,more,1
punishment,was,to,be,going,1
was,speaking,her,paw,went,1
youve,not,been,punished,for,1
a,little,kiss,to,make,1
i,had,put,down,the,1
beginning,with,her,favourite,phrase,1
way,dinah,washed,her,childrens,1
well,thats,your,fault,for,1
up,and,down,till,it,1
ball,rolled,down,upon,the,1
year,i,should,be,sent,1
as,a,model,for,it,1
to,say,beginning,with,her,1
nurse,by,shouting,suddenly,in,1
darling,what,have,you,got,1
touching,the,ball,as,if,1
more,excuses,but,listen,number,1
fire,in,the,winter,you,1
glad,to,help,if,it,1
cat,and,speaking,in,as,1
kitten,wouldnt,fold,its,arms,1
and,when,they,wake,up,1
all,your,faults,number,one,1
i,should,be,sent,to,1
too,now,for,number,three,1
say,for,yourself,now,dont,1
punished,for,any,of,them,1
talking,more,to,herself,than,1
sulky,it,was,and,if,1
arms,youd,look,exactly,like,1
and,it,wants,plenty,of,1
shouldnt,mind,that,much,id,1
dinner,then,when,the,miserable,1
kitten,had,been,finished,with,1
old,cat,and,speaking,in,1
dear,im,asking,it,seriously,1
her,old,nurse,by,shouting,1
thirsty,too,now,for,number,1
you,sat,up,and,folded,1
an,hour,and,bearing,it,1
had,had,nothing,to,do,1
it,covers,them,up,snug,1
then,she,scrambled,back,into,1
same,as,our,drawing,room,1
leave,off,never,mind,kitty,1
imitate,however,the,thing,didnt,1
up,in,the,window,with,1
dinah,was,making,you,tidy,1
taking,us,away,from,alices,1
putting,you,out,into,the,1
if,it,might,do,you,1
it,up,to,the,looking,1
a,year,i,should,be,1
of,a,year,i,should,1
house,how,would,you,like,1
disgrace,really,dinah,ought,to,1
thats,just,the,same,as,1
dear,lets,pretend,and,here,1
the,last,quarter,of,an,1
the,wind,blows,oh,thats,1
smoke,comes,up,in,that,1
the,hearth,rug,all,knots,1
opening,the,window,and,putting,1
it,was,all,meant,for,1
of,them,and,alice,had,1
glass,house,one,thing,was,1
it,a,little,kiss,to,1
i,wonder,if,the,snow,1
kitty,and,really,i,might,1
down,the,saucer,of,milk,1
room,you,can,see,through,1
she,wasnt,thirsty,too,now,1
on,as,soon,as,they,1
its,own,tail,in,the,1
understand,that,it,was,in,1
hand,in,the,mischief,the,1
her,now,do,try,theres,1
corner,of,the,great,arm,1
i,do,so,wish,it,1
the,kitten,and,giving,it,1
argued,that,they,couldnt,because,1
and,had,been,rolling,it,1
the,bit,behind,the,fireplace,1
then,with,the,other,paw,1
themselves,all,in,green,and,1
all,but,the,bit,behind,1
it,sounds,just,as,if,1
of,it,got,unwound,again,1
that,nasty,knight,that,came,1
it,you,little,mischievous,darling,1
have,taught,you,better,manners,1
it,when,i,get,upon,1
bit,of,the,worsted,while,1
it,wants,plenty,of,sticks,1
snowed,so,they,had,to,1
folded,your,arms,youd,look,1
me,only,dinah,was,making,1
heard,you,whats,that,you,1
lets,pretend,she,had,had,1
sent,to,prison,i,suppose,1
her,knee,pretending,to,watch,1
i,saw,all,the,mischief,1
went,on,as,soon,as,1
over,the,wrong,way,beginning,1
lets,pretend,and,here,i,1
eye,well,thats,your,fault,1
not,been,punished,for,any,1
going,without,a,dinner,then,1
of,worsted,alice,had,been,1
upon,a,chair,all,but,1
alice,got,the,red,queen,1
speaking,in,as,cross,a,1
was,to,be,going,without,1
three,faults,kitty,and,youve,1
the,worsted,with,her,and,1
,looking,glass,house,one,1
snow,and,youd,have,deserved,1
ball,of,worsted,to,clap,1
have,had,any,hand,in,1
of,the,winding,and,now,1
and,tangles,with,the,kitten,1
just,to,see,how,it,1
winding,and,now,and,then,1
that,im,a,hungry,hyaena,1
own,tail,in,the,middle,1
kitten,was,speaking,her,paw,1
im,a,hungry,hyaena,and,1
not,talk,so,much,ill,1
looking,thats,three,faults,kitty,1
a,corner,of,the,great,1
beginning,at,the,nose,and,1
but,she,didnt,get,on,1
old,cat,for,the,last,1
was,hard,at,work,on,1
herself,kitty,sat,very,demurely,1
exactly,like,her,now,do,1
to,a,scramble,in,which,1
all,knots,and,tangles,with,1
won,if,it,hadnt,been,1
much,to,know,whether,theyve,1
the,kitten,lets,pretend,that,1
if,the,snow,loves,the,1
keeping,your,eyes,open,if,1
the,nose,and,just,now,1
each,punishment,was,to,be,1
about,whenever,the,wind,blows,1
any,hand,in,the,mischief,1
what,would,they,do,at,1
and,then,with,the,other,1
that,youre,the,red,queen,1
mischievous,darling,what,have,you,1
again,and,when,they,wake,1
chess,now,dont,smile,my,1
while,i,wasnt,looking,thats,1
is,taking,us,away,from,1
me,she,went,on,holding,1
it,was,the,black,kittens,1
do,you,know,i,think,1
tail,in,the,middle,oh,1
rolling,it,up,and,down,1
worsted,alice,had,been,trying,1
see,that,bit,i,want,1
and,soft,it,sounds,just,1
to,morrow,is,kitty,alice,1
other,paw,she,rubbed,its,1
you,hear,the,snow,against,1
if,it,hadnt,been,for,1
the,autumn,when,the,leaves,1
when,they,wake,up,in,1
began,winding,up,the,ball,1
my,dear,im,asking,it,1
youd,been,up,in,the,1
it,she,held,it,up,1
in,the,mischief,the,way,1
dear,and,alice,got,the,1
into,the,snow,and,youd,1
was,this,first,she,held,1
now,dont,interrupt,me,she,1
our,fire,smokes,and,then,1
had,been,reduced,at,last,1
better,manners,you,ought,dinah,1
black,kittens,fault,entirely,for,1
good,directly,she,added,ill,1
the,worsted,round,the,kittens,1
all,over,the,wrong,way,1
by,the,old,cat,for,1
came,wiggling,down,among,my,1
would,be,glad,to,help,1
if,you,sat,up,and,1
brown,kitty,can,you,play,1
for,any,of,them,yet,1
considering,so,you,see,that,1
again,but,she,didnt,get,1
one,paw,and,then,with,1
one,was,kissing,the,window,1
